code_category_cd,code,user_code,code_removed,code_default,code_calc,system_code,code_dev,rje_code,VSP_Code,VSP_CODE_Category,VSP_Code_desc,Warntime1,Warntime2,CDA_Code,CDA_Code_Description,Description,DoNotShow
35,44,005,False,False,0,True,44,,,,,,,,,Single Entity Facility,
35,45,001,False,False,0,True,45,,,,,,,,,Solo Practice,
35,46,006,False,False,0,True,46,,,,,,,,,Distinct Part Facility,
4,47,,False,False,0,False,47,,,,,,,2054-5,Black or African American,Black or African American,
4,48,,False,False,0,False,48,,,,,,,1002-5,American Indian or Alaska Native,American Indian or Alaska Native,
4,49, ,False,False,0,False,49,,,,,,,,,Hispanic,
6,55,,False,False,0,False,55,,,,,,,,,England,
32,56,CA,False,False,0,True,56,,,,,,,,,California,
32,57,NV,False,False,0,True,57,,,,,,,,,Nevada,
37,59, ,False,False,0,False,59,,,,,,,,,Lens Laboratory,
37,60, ,False,False,0,False,60,,,,,,,,,Frame Manufacturer/Vendor,
37,61, ,False,False,0,False,61,,,,,,,,,Frame Supplier,
32,65,NY,False,False,0,True,65,,,,,,,,,New York,
37,66, ,False,False,0,False,66,,,,,,,,,Frame Importer,
38,67,11,False,True,0,True,67,,,,,,,,,Office,
38,68,34,False,False,0,True,68,,,,,,,,,Hospice,
38,69,12,False,False,0,True,69,,,,,,,,,Patient Home,
38,70,21,False,False,0,True,70,,,,,,,,,Inpatient Hospital,
38,71,22,False,False,0,True,71,,,,,,,,,Outpatient Hospital,
38,72,23,False,False,0,True,72,,,,,,,,,Emergency Room - Hospital,
38,73,81,False,False,0,True,73,,,,,,,,,Independent Laboratory,
38,74,72,False,False,0,True,74,,,,,,,,,Rural Health Clinic,
32,75,NM,False,False,0,True,75,,,,,,,,,New Mexico,
4,79, ,False,False,0,False,79,,,,,,,2028-9,Asian,Asian,
14,80, ,False,False,0,False,80,,,,,,,,,Dr.,
32,86,NJ,False,False,0,True,86,,,,,,,,,New Jersey,
35,87,007,False,False,0,True,87,,,,,,,,,Corporation with SSN,
39,88,21,False,False,0,False,88,,,,,,,,,21 Prolonged Evaluation & Management,
39,89,24,False,False,0,False,89,,,,,,,,,24  Unrelated Eval & Mgt Svc by Same Dr.,
39,90,25,False,False,0,False,90,,,,,,,,,25  Sig, Sep Ident Eval & Mgt Same Dr.,
39,91,32,False,False,0,False,91,,,,,,,,,32  Mandated Services,
39,93,57,False,False,0,False,93,,,,,,,,,57  Decision for Surgery,
40,95,01,False,False,0,True,95,,,,,,,,,Medical Care,
40,96,02,False,False,0,True,96,,,,,,,,,Surgery,
40,97,03,False,False,0,True,97,,,,,,,,,Consultation,
40,98,12,False,False,0,True,98,,,,,,,,,DME Purchase,
41,99,,False,False,0,True,99,,,,,,,,,Description only,
41,100,,False,False,0,True,100,,,,,,,,,Non Stock,
41,101,,False,False,0,True,101,,,,,,,,,Stock,
41,102,,False,False,0,True,102,,,,,,,,,Package,
42,103,0.0000,False,False,0,False,103,,,,,,,,,Non taxable,
42,104,0.0000,False,False,0,False,104,,,,,,,,,Services tax rate,
42,105,0.0000,False,False,0,False,105,,,,,,,,,Materials tax rate,
44,110,01,False,False,0,False,110,,,,,,,,,Plastic,
44,112,03,False,False,0,False,112,,,,,,,,,Combination,
44,113,04,False,False,0,False,113,,,,,,,,,Carbon Fiber Graphite,
44,114,99,False,False,0,False,114,,,,,,,,,Miscellaneous,
45,115,01,False,False,0,False,115,,2,43,Zyl,,,,,Plastic,
45,116,02,False,False,0,True,116,,1,43,Metal,,,,,Metal,
45,117,03,False,False,0,False,117,,5,43,Grooved Rimless,,,,,Rimless,
45,118,04,False,False,0,False,118,,4,43,Drilled Rimless,,,,,3-Piece,
45,119,99,True,False,0,False,119,,,,,,,,,Miscellaneous,
46,121,2,False,False,0,False,121,,,,,,,,,Women's,
46,122,3,False,False,0,False,122,,,,,,,,,Men's,
46,123,4,False,False,0,False,123,,,,,,,,,Unisex Children's,
46,124,5,False,False,0,False,124,,,,,,,,,Girl's,
46,125,6,False,False,0,False,125,,,,,,,,,Boy's,
46,126,7,False,False,0,False,126,,,,,,,,,Miscellaneous,
46,127,8,False,False,0,False,127,,,,,,,,,Women's & Girl's,
46,128,9,False,False,0,False,128,,,,,,,,,Men's & Boy's,
47,129,01,False,False,0,False,129,,,,,,,,,Complete Spectacle Frame,
47,130,02,False,False,0,False,130,,,,,,,,,Complete Sunglass Frame,
47,131,03,False,False,0,False,131,,,,,,,,,Frame Front,
47,132,04,False,False,0,False,132,,,,,,,,,Temple Pair,
47,133,05,False,False,0,False,133,,,,,,,,,Right Temple,
47,134,06,False,False,0,False,134,,,,,,,,,Left Temple,
47,135,99,False,False,0,False,135,,,,,,,,,Miscellaneous,
48,136,01,False,False,0,False,136,,,,,,,,,Regular Rx,
48,137,02,False,False,0,False,137,,,,,,,,,Sport,
48,138,03,False,False,0,False,138,,,,,,,,,Industrial,
48,139,04,False,False,0,False,139,,,,,,,,,Half Eye,
48,140,99,False,False,0,False,140,,,,,,,,,Miscellaneous,
49,141,,False,True,0,False,141,,,,,,,,,Each,
49,142,,False,False,0,False,142,,,,,,,,,Pack,
49,143,,False,False,0,False,143,,,,,,,,,Pair,
49,144,,False,False,0,False,144,,,,,,,,,Ounces,
50,145, ,False,False,0,False,145,,,,,,,,,Mauve,
50,147, ,False,False,0,False,147,,,,,,,,,Grey,
50,148, ,False,False,0,False,148,,,,,,,,,Black,
51,149,,False,False,0,True,149,,,,,,,,,Soft Sphere,
51,150,,False,False,0,True,150,,,,,,,,,Soft Sphere Disposable,
51,151,,False,False,0,True,151,,,,,,,,,Soft Toric,
51,152,,False,False,0,True,152,,,,,,,,,Soft Bifocal,
51,153,,False,False,0,True,153,,,,,,,,,Rigid Sphere,
51,154,,False,False,0,True,154,,,,,,,,,Rigid Bitoric,
51,155,,False,False,0,True,155,,,,,,,,,Rigid Bifocal,
52,156, ,False,False,0,False,156,,,,,,,,,Finished Single Vision,
52,157, ,False,False,0,False,157,,,,,,,,,Unfinished,
52,158, ,False,False,0,False,158,,,,,,,,,Semi-Finished,
53,159, ,False,False,0,False,159,,,,,,,,,Solutions,
53,160, ,False,False,0,False,160,,,,,,,,,Frame Case,
53,161, ,False,False,0,False,161,,,,,,,,,Frame Accessories,
53,162, ,False,False,0,False,162,,,,,,,,,Contact Lens Kit,
53,163, ,False,False,0,False,163,,,,,,,,,Sport Cord,
37,164, ,False,False,0,False,164,,,,,,,,,Accessory Vendor,
32,168,ND,False,False,0,True,168,,,,,,,,,North Dakota,
35,169,002,False,False,0,True,169,,,,,,,,,Partnership,
37,176, ,False,False,0,False,176,,,,,,,,,Contact Lens Manufacturer,
64,177, ,False,False,0,False,177,,,,,,,,,Daily Disposable,
64,178, ,False,False,0,False,178,,,,,,,,,Weekly Disposable,
64,179, ,False,False,0,False,179,,,,,,,,,Bi-weekly Disposable,
64,180, ,False,True,0,False,180,,,,,,,,,Monthly Replacement,
64,181, ,False,False,0,False,181,,,,,,,,,Semi-Annual Replacement,
65,186, ,False,False,0,False,186,,,,,,,,,Ophthalmic Materials Sales,
33,188,,False,False,0,False,188,,,,,,,,,Eye Surgery,
55,190,,False,False,0,False,190,,,,,,,,,Week(s),
55,191,,False,False,-1,False,191,,,,,,,,,Month(s),
56,192,,False,False,0,False,192,,,,,,,,,Before,
56,193,,False,False,-1,False,193,,,,,,,,,After,
57,194,,False,False,0,False,194,,,,,,,,,Recall Date,
58,197, ,False,False,0,False,197,,,,,,,,,Glaucoma,
58,198, ,False,False,0,False,198,,,,,,,,,Diabetic,
32,199,OK,False,False,0,True,199,,,,,,,,,Oklahoma,
5,200,Z,False,False,6,True,200,,,,,,,,,Other Vision Plan,
5,201,Z,False,False,7,True,201,,,,,,,,,Managed Care,
5,202,F,False,False,8,True,202,,,,,,,,,Commercial Insurance Company,
12,214, ,False,False,0,False,214,,,,,,,,,Blurred Vision,
12,215, ,False,False,0,False,215,,,,,,,,,Near vision Problem,
12,216, ,False,False,0,False,216,,,,,,,,,Far Vision Problem,
70,218,,False,False,0,False,218,,,,,,,,,Services,
70,219,,False,False,0,False,219,,,,,,,,,Frames,
70,220,,False,False,0,False,220,,,,,,,,,Contact Lenses,
70,221,,False,False,0,False,221,,,,,,,,,Ophthalmic Lenses,
70,222,,False,False,0,False,222,,,,,,,,,Other,
71,231,,False,False,0,False,231,,,,,,,,,Second,
71,232,,False,False,0,False,232,,,,,,,,,Third,
71,235,,False,False,0,False,235,,,,,,,,,Fourth,
71,236,,False,False,0,False,236,,,,,,,,,Fifth,
71,237,,False,False,0,False,237,,,,,,,,,Sixth,
73,238, ,False,False,0,False,238,,,,,,,,,American Express,
73,239, ,False,False,0,False,239,,,,,,,,,Visa,
73,240, ,False,False,0,False,240,,,,,,,,,Mastercard,
74,241,,False,False,1,False,241,,,,,,,,,Recall,
74,242,,False,False,2,False,242,,,,,,,,,Birthday,
74,243,,False,False,3,False,243,,,,,,,,,Welcome,
74,244,,False,False,4,False,244,,,,,,,,,Appointments,
74,245,,False,False,5,False,245,,,,,,,,,Delinquent,
74,246,,False,False,6,False,246,,,,,,,,,Referring Patients,
74,247,,False,False,7,False,247,,,,,,,,,Service Agreement Renewal,
74,248, ,False,False,8,False,248,,,,,,,,,Other,
67,249, ,False,False,0,False,249,,,,,,,,,White,
67,250, ,False,False,0,False,250,,,,,,,,,Black,
67,251,GRE,False,False,0,True,251,,,,,,,,,Green,
67,252,NO COLOR,False,False,0,False,252,,,,,,,,,No Color,
79,256, ,False,False,0,False,256,,,,,,,,,Letter,
79,257, ,False,False,0,False,257,,,,,,,,,Laser 4 per Page,
36,261, ,False,False,0,False,261,,,,,,,,,Money Order,
42,263,0.0000,False,False,0,False,263,,,,,,,,,Frames tax,
215,264, ,False,False,0,False,264,,,,,,,,,Refractions,
215,265, ,False,False,0,False,265,,,,,,,,,Plastic Frame Fees,
78,267, ,False,False,0,False,267,,,,,,,,,Frame,
78,268, ,False,False,0,False,268,,,,,,,,,SV CR39,
78,269, ,False,False,0,False,269,,,,,,,,,BF FT 25-28,
213,270, ,False,False,0,False,270,,,,,,,,,Light,
213,271, ,False,False,0,False,271,,,,,,,,,Medium,
213,272, ,False,False,0,False,272,,,,,,,,,Heavy,
211,274, ,False,False,0,False,274,,,,,,,,,Polymacon,
214,276,DIS,False,False,0,False,276,,,,,,,,,Distance,
214,278, ,False,False,0,False,278,,,,,,,,,Sport,
73,279, ,False,False,0,False,279,,,,,,,,,Discover,
4,280,,False,False,0,False,280,,,,,,,2106-3,White,White,
14,282, ,False,False,0,False,282,,,,,,,,,Ms.,
14,283, ,False,False,0,False,283,,,,,,,,,Mrs.,
14,284, ,False,False,0,False,284,,,,,,,,,Mr.,
14,285, ,False,False,0,False,285,,,,,,,,,Master,
37,289, ,False,False,0,False,289,,,,,,,,,Contact Lens Manufacturer/Vendor,
37,290, ,False,False,0,False,290,,,,,,,,,Lens Manufacturer,
37,291, ,False,False,0,False,291,,,,,,,,,Lens Manufacturer/Vendor,
37,292, ,False,False,0,False,292,,,,,,,,,Solutions Manufacturer,
37,293, ,False,False,0,False,293,,,,,,,,,Solutions Manufacturer/Vendor,
32,294,MD,False,False,0,True,294,,,,,,,,,Maryland,
78,296, ,False,False,0,False,296,,,,,,,,,TF FT 25-28,
78,297, ,False,False,0,False,297,,,,,,,,,Trifocal,
78,298, ,False,False,0,False,298,,,,,,,,,Cosmetic Contact Lens,
78,299, ,False,False,0,False,299,,,,,,,,,Therapeutic Contact Lens,
78,300, ,False,False,0,False,300,,,,,,,,,Exam - Comprehensive,
78,301, ,False,False,0,False,301,,,,,,,,,Dispensing Fee,
205,306, ,False,False,0,False,306,,,,,,,,,Plastic,
205,307, ,False,False,0,False,307,,,,,,,,,Glass,
29,308, ,False,False,0,False,308,,,,,,,,,Employee Fee,
29,309, ,False,False,0,False,309,,,,,,,,,Senior Citizen Fee,
62,310, ,False,False,0,False,310,,,,,,,,,Plumber,
62,311, ,False,False,0,False,311,,,,,,,,,Engineer,
62,312, ,False,False,0,False,312,,,,,,,,,Doctor,
60,313, ,False,False,0,False,313,,,,,,,,,Jr.,
60,314, ,False,False,0,False,314,,,,,,,,,Sr.,
60,315, ,False,False,0,False,315,,,,,,,,,I I,
60,316, ,False,False,0,False,316,,,,,,,,,I I I,
43,317, ,False,False,0,False,317,,,,,,,,,CEO,
43,318, ,False,False,0,False,318,,,,,,,,,Fendi,
50,319, ,False,False,0,False,319,,,,,,,,,Tortoise,
50,320, ,False,False,0,False,320,,,,,,,,,Demibrown,
53,321, ,False,False,0,False,321,,,,,,,,,Eyewear Add On,
53,322, ,False,False,0,False,322,,,,,,,,,Contact Lens,
53,323, ,False,False,0,False,323,,,,,,,,,Ophthalmic Lens Blank,
77,324, ,False,False,0,False,324,,,,,,,,,Comprehensive Exams,
77,325, ,False,False,0,False,325,,,,,,,,,Contact lens Exams,
77,326, ,False,False,0,False,326,,,,,,,,,Frame Sales,
77,327, ,False,False,0,False,327,,,,,,,,,Contact Lens Sales,
77,328, ,False,False,0,False,328,,,,,,,,,Walk in Sales,
58,329, ,False,False,0,False,329,,,,,,,,,Disposable Lens,
58,330, ,False,False,0,False,330,,,,,,,,,Soft Sphere Daily,
58,331, ,False,False,0,False,331,,,,,,,,,Soft Bifocal Wearer,
58,332, ,False,False,0,False,332,,,,,,,,,Plano,
35,334,008,False,False,0,True,334,,,,,,,,,Corporation,
59,335,01,False,False,0,True,335,,,,,,,,,Self,
61,336,1,False,False,0,True,336,,,,,,,,,Employed Full-Time,
63,337,M,False,False,0,True,337,,,,,,,,,Married,
36,338, ,False,False,0,False,338,,,,,,,,,Visa,
36,339, ,False,False,0,False,339,,,,,,,,,Master Card,
36,340, ,False,False,0,False,340,,,,,,,,,Discover,
15,341,,False,False,0,True,341,,,,,,,,,Patient Payment,
15,343,,False,False,0,True,343,,,,,,,,,Insurance Payment,
15,344,,False,False,0,False,344,,,,,,,,,Insurance Adjustment,
15,345,,False,False,0,False,345,,,,,,,,,Insurance Write-Off,
15,346,,False,False,0,False,346,,,,,,,,,Patient Write-Off,
75,348, ,False,False,0,False,348,,,,,,,,,New Patient,
83,349,-1,False,False,1,False,349,,,,,,,,,First Name,
83,350,-1,False,False,2,False,350,,,,,,,,,Last Name,
83,351,-1,False,False,3,False,351,,,,,,,,,Address Line 1,
83,352,-1,False,False,4,False,352,,,,,,,,,City,
83,353,0,False,False,5,False,353,,,,,,,,,State,
83,354,-1,False,False,6,False,354,,,,,,,,,Zip,
83,355,0,False,False,7,False,355,,,,,,,,,Social Security Number,
83,356,-1,False,False,8,False,356,,,,,,,,,Sex,
83,357,-1,False,False,9,False,357,,,,,,,,,Date of Birth,
83,358,-1,False,False,10,False,358,,,,,,,,,Provider,
83,359,-1,False,False,11,False,359,,,,,,,,,Source,
83,360,-1,False,False,12,False,360,,,,,,,,,Insurance Type,
84,362,-1,False,False,8,False,362,,,,,,,,,Social Security Number,
84,363,-1,False,False,3,False,363,,,,,,,,,Age,
84,364,-1,False,False,5,False,364,,,,,,,,,Chart Number,
84,365,-1,False,False,1,False,365,,,,,,,,,Alert,
84,367,0,False,False,9,False,367,,,,,,,,,Provider,
84,368,-1,False,False,4,False,368,,,,,,,,,Insurance Type,
84,369,0,False,False,7,False,369,,,,,,,,,Home Phone,
85,371,0,False,False,1,False,371,,,,,,,,,Missing Full Recall Date,
85,372,-1,False,False,2,False,372,,,,,,,,,Missing Required Data,
85,373,-1,False,False,3,False,373,,,,,,,,,No Welcome Doc on New Patient,
84,374,-1,False,False,2,False,374,,,,,,,,,Notes,
84,375,0,False,False,6,False,375,,,,,,,,,Daytime Phone,
62,377,,False,False,0,False,377,,,,,,,,,Home Maker,
32,378,TX,False,False,0,True,378,,,,,,,,,Texas,
10,379,MNLY,False,False,0,False,379,,,,,,,,,Monthly,
10,380, ,False,False,0,False,380,,,,,,,,,Quarterly,
10,381, ,False,False,0,False,381,,,,,,,,,Semi-Annual,
10,382,ANLY,False,False,0,False,382,,,,,,,,,Annual,
207,405, ,False,False,0,False,405,,,,,,,,,10%,
207,406, ,False,False,0,False,406,,,,,,,,,20%,
202,407, ,False,False,0,False,407,,,,,,,,,Family Discount,
202,408, ,False,False,0,False,408,,,,,,,,,Relative Discount,
214,412,MON,False,False,0,False,412,,,,,,,,,Monovision,
214,413, ,False,False,0,False,413,,,,,,,,,All Around,
10,420, ,False,False,0,False,420,,,,,,,,,12 Weeks,
10,421, ,False,False,0,False,421,,,,,,,,,26 Weeks,
212,426, ,False,False,0,False,426,,,,,,,,,Aosept,
212,427, ,False,False,0,False,427,,,,,,,,,Soak and Aosept Weekly,
212,428, ,False,False,0,False,428,,,,,,,,,Soak, Aosept & Enzyme Weekly,
200,429, ,False,False,0,False,429,,,,,,,,,Reading,
200,430,DRV,False,False,0,False,430,,,,,,,,,Driving,
200,431,SPT,False,False,0,False,431,,,,,,,,,Sports,
200,432,DIS,False,False,0,False,432,,,,,,,,,Distance,
200,433,RSV,False,False,0,True,433,,,,,,,,,Reading Single Vision,
200,434,DSV,False,False,0,True,434,,,,,,,,,Distance Single Vision,
200,435,BFC,False,False,0,False,435,,,,,,,,,Bifocal with Far Contacts,
200,436,BNC,False,False,0,False,436,,,,,,,,,Bifocal with Near Contacts,
202,438, ,True,False,0,False,438,,,,,,,,,Waiting for Frame,
201,446, ,False,False,0,False,446,,,,,,,,,Frame on Order,
201,447, ,False,False,0,False,447,,,,,,,,,Dispensed to Patient,
201,448, ,False,False,0,False,448,,,,,,,,,At Lab,
51,449, ,False,False,0,False,449,,,,,,,,,Hard SV,
51,450, ,False,False,0,False,450,,,,,,,,,Hard MF,
28,451,,False,False,0,False,451,,,,,,,,,Tears,
28,452,,False,False,0,False,452,,,,,,,,,General/Symptoms/Contrib. Diseases,
28,453,,False,False,0,False,453,,,,,,,,,Retina,
28,454,,False,False,0,False,454,,,,,,,,,Other,
28,455,,False,False,0,False,455,,,,,,,,,Globe,
28,456,,False,False,0,False,456,,,,,,,,,Binocularity,
28,457,,False,False,0,False,457,,,,,,,,,Lens,
28,458,,False,False,0,False,458,,,,,,,,,Optic Nerve,
28,459,,False,False,0,False,459,,,,,,,,,Eyelids,
28,460,,False,False,0,False,460,,,,,,,,,Vitreous,
218,466, ,False,False,0,False,466,,,,,,,,,Supply,
218,467, ,False,False,0,False,467,,,,,,,,,Enclosed,
218,468, ,False,False,0,False,468,,,,,,,,,To Follow,
218,469, ,False,False,0,False,469,,,,,,,,,Lens Only,
52,473, ,False,False,0,False,473,,,,,,,,,Finished Multi-focal,
205,475, ,False,False,0,False,475,,,,,,,,,Hi-Index Plastic,
205,476, ,False,False,0,False,476,,,,,,,,,Aspheric,
205,477, ,False,False,0,False,477,,,,,,,,,Transitions,
205,478, ,False,False,0,False,478,,,,,,,,,Polarized Plastic,
205,479, ,False,False,0,False,479,,,,,,,,,Polarized Glass,
205,480, ,False,False,0,False,480,,,,,,,,,Hi Lite,
205,481, ,False,False,0,False,481,,,,,,,,,Polycarbonate,
205,482, ,False,False,0,False,482,,,,,,,,,CR-39,
9,484,DALY,False,False,0,False,484,,1D,9,Disposable 1 day,,,,,Daily,
9,485,WKLY,False,False,0,False,485,,,,,,,,,Weekly,
9,486,TWKS,False,False,0,False,486,,2W,9,Disposable 2 weeks,,,,,Bi-weekly,
9,487,MNLY,False,False,0,False,487,,1M,9,Disposable 1 month,,,,,Monthly,
40,488,VC,False,False,0,True,488,,,,,,,,,Vision Care,
40,489,HC,False,False,0,True,489,,,,,,,,,Home Care Program,
215,504, ,False,False,0,False,504,,,,,,,,,New Patient Refractions,
215,505, ,False,False,0,False,505,,,,,,,,,Existing Patient Refractions,
215,506, ,False,False,0,False,506,,,,,,,,,Rx Change,
215,507, ,False,False,0,False,507,,,,,,,,,Professional Fees,
215,508, ,False,False,0,False,508,,,,,,,,,Designer Frames Fees,
215,509, ,False,False,0,False,509,,,,,,,,,Soft CL Revenues,
207,511, ,False,False,0,False,511,,,,,,,,,60%,
207,512, ,False,False,0,False,512,,,,,,,,,80%,
207,513, ,False,False,0,False,513,,,,,,,,,A,
207,514, ,False,False,0,False,514,,,,,,,,,B,
207,515, ,False,False,0,False,515,,,,,,,,,C,
211,516, ,False,False,0,False,516,,,,,,,,,PMMA,
211,517, ,False,False,0,False,517,,,,,,,,,Hema,
204,524, ,False,False,0,False,524,,,,,,,,,Single Vision,
204,525, ,False,False,0,False,525,,,,,,,,,BF FT 25,
204,526, ,True,False,0,False,526,,,,,,,,,Trifocal,
204,527, ,False,False,0,False,527,,,,,,,,,Progressive,
204,528,OCC,False,False,0,False,528,,,,,,,,,Occupational,
29,529, ,False,True,0,False,529,,,,,,,,,Usual and Customary Fee,
36,530, ,False,False,0,False,530,,,,,,,,,American Express,
59,531,02,False,False,0,True,531,,,,,,,,,Spouse,
59,532,03,False,False,0,True,532,,,,,,,,,Child,
59,533,04,True,False,0,True,533,,,,,,,,,Natural Child/Ins has no Fin Resp,
61,534,F,False,False,0,True,534,,,,,,,,,Full-Time Student,
61,535,P,False,False,0,True,535,,,,,,,,,Part-Time Student,
63,536,S,False,False,0,True,536,,,,,,,,,Single,
63,537,D,False,False,0,True,537,,,,,,,,,Divorced,
32,538,FL,False,False,0,True,538,,,,,,,,,Florida,
28,539,,False,False,0,False,539,,,,,,,,,Anterior Chamber,
28,540,,False,False,0,False,540,,,,,,,,,Cornea,
28,541,,False,False,0,False,541,,,,,,,,,Conjunctive & Sclera,
39,542,22,False,False,0,False,542,,,,,,,,,22 Unusual Service,
39,543,26,False,False,0,False,543,,,,,,,,,26 Component Service,
39,544,52,False,False,0,False,544,,,,,,,,,52 Reduced Service,
39,545,56,False,False,0,False,545,,,,,,,,,56 Pre Opt Management,
39,546,75,False,False,0,False,546,,,,,,,,,75 Concurrent Care,
39,547,76,False,False,0,False,547,,,,,,,,,76 Repeat Procedure,
39,548,99,False,False,0,False,548,,,,,,,,,99 Multi-Modifiers,
39,549,AP,False,False,0,False,549,,,,,,,,,AP No Refraction,
39,550,RT,False,False,0,False,550,,,,,,,,,RT (OD) Right Eye,
39,551,LT,False,False,0,False,551,,,,,,,,,LT (OS) Left Eye,
39,552,YB,False,False,0,False,552,,,,,,,,,YB (OU) Both Eyes,
39,553,VP,False,False,0,False,553,,,,,,,,,VP Aphakic,
39,554,YP,False,False,0,False,554,,,,,,,,,YP Binocular,
65,556,,False,False,0,False,556,,,,,,,,,Contact Lens Fees,
65,558,,False,False,0,False,558,,,,,,,,,Contact Lens Exam Fees,
65,560,,False,False,0,False,560,,,,,,,,,Diagnostic Services Fees,
40,562,09,False,False,0,True,562,,,,,,,,,Other Medical,
65,563,,False,False,0,False,563,,,,,,,,,Examination Fees,
38,565,12,False,False,0,True,565,,,,,,,,,Home,
38,566,24,False,False,0,True,566,,,,,,,,,Ambulatory Surgical Center,
38,567,31,False,False,0,True,567,,,,,,,,,Skilled Nursing Facility,
38,568,32,False,False,0,True,568,,,,,,,,,Nursing Facility,
38,570,71,False,False,0,True,570,,,,,,,,,State or Local Public Health Clinic,
38,571,99,False,False,0,True,571,,,,,,,,,Other Unlisted Facility,
211,572, ,False,False,0,False,572,,,,,,,,,Etafilcon A,
50,573,BRO,False,False,0,True,573,,,,,,,,,Brown,
50,574,,False,False,0,False,574,,,,,,,,,Demigrey,
5,575,H,False,False,9,True,575,,,,,,,,,Champus,
5,576,H,False,False,10,True,576,,,,,,,,,ChampVA,
5,577,E,False,False,11,True,577,,,,,,,,,Group Health Plan,
5,578,E,False,False,12,True,578,,,,,,,,,FECA Black Lung,
27,580, ,False,False,0,False,580,,,,,,,,,New Item,
202,581,,False,False,0,False,581,,,,,,,,,Newspaper Ad Discount,
202,582,,False,False,0,False,582,,,,,,,,,Senior Citizen Discount,
202,583,,False,False,0,False,583,,,,,,,,,Employee Discount,
66,584,CLE,False,True,0,True,584,,,,,,,,,Clear,
66,585,,False,False,0,False,585,,,,,,,,,Pink 40%,
66,586,,False,False,0,False,586,,,,,,,,,Grey 30%,
66,587,,False,False,0,False,587,,,,,,,,,Photogrey,
66,588,,False,False,0,False,588,,,,,,,,,Transitions Plus,
32,591,AL,False,False,0,True,591,,,,,,,,,Alabama,
32,592,AK,False,False,0,True,592,,,,,,,,,Alaska,
32,593,AZ,False,False,0,True,593,,,,,,,,,Arizona,
32,594,AR,False,False,0,True,594,,,,,,,,,Arkansas,
32,595,CO,False,False,0,True,595,,,,,,,,,Colorado,
32,596,CT,False,False,0,True,596,,,,,,,,,Connecticut,
32,597,DE,False,False,0,True,597,,,,,,,,,Delaware,
32,598,DC,False,False,0,True,598,,,,,,,,,District of Columbia,
32,600,GA,False,False,0,True,600,,,,,,,,,Georgia,
32,601,HI,False,False,0,True,601,,,,,,,,,Hawaii,
32,602,ID,False,False,0,True,602,,,,,,,,,Idaho,
32,603,IL,False,False,0,True,603,,,,,,,,,Illinois,
32,604,IN,False,False,0,True,604,,,,,,,,,Indiana,
32,605,IA,False,False,0,True,605,,,,,,,,,Iowa,
32,606,KS,False,False,0,True,606,,,,,,,,,Kansas,
32,607,KY,False,False,0,True,607,,,,,,,,,Kentucky,
32,608,LA,False,False,0,True,608,,,,,,,,,Louisiana,
32,609,ME,False,False,0,True,609,,,,,,,,,Maine,
32,610,MA,False,False,0,True,610,,,,,,,,,Massachusetts,
32,611,MI,False,False,0,True,611,,,,,,,,,Michigan,
